Sample Name	Protocol REF	Parameter Value[Concentration measurement]	Performer	Date	Extract Name	Characteristics[Concentration]	Unit	Term Source REF	Term Accession Number	Protocol REF	Parameter Value[Provider name]	Parameter Value[Provider contact]	Parameter Value[Provider project ID]	Parameter Value[Provider sample ID]	Parameter Value[Provider QC status]	Parameter Value[Requestor contact]	Parameter Value[Requestor project]	Parameter Value[Requestor sample ID]	Parameter Value[Concentration measurement]	Parameter Value[Library source]	Parameter Value[Library strategy]	Parameter Value[Library selection]	Parameter Value[Library layout]	Parameter Value[Library kit]	Parameter Value[Target insert size]	Parameter Value[Wet-lab insert size]	Performer	Date	Extract Name	Characteristics[Folder name]	Characteristics[Concentration]	Unit	Term Source REF	Term Accession Number	Protocol REF	Parameter Value[Platform]	Parameter Value[Instrument model]	Parameter Value[Base quality encoding]	Parameter Value[Center name]	Parameter Value[Center contact]	Performer	Date	Raw Data File
P2207-N1	Nucleic acid extraction WGS				P2207-N1-DNA1					Library construction WGS																			P12207-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P2208-N1	Nucleic acid extraction WGS				P2208-N1-DNA1					Library construction WGS																			P12208-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P2209-N1	Nucleic acid extraction WGS				P2209-N1-DNA1					Library construction WGS																			P12209-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P2210-N1	Nucleic acid extraction WGS				P2210-N1-DNA1					Library construction WGS																			P12210-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P2211-N1	Nucleic acid extraction WGS				P2211-N1-DNA1					Library construction WGS																			P12211-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P2212-N1	Nucleic acid extraction WGS				P2212-N1-DNA1					Library construction WGS																			P12212-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P2213-N1	Nucleic acid extraction WGS				P2213-N1-DNA1					Library construction WGS																			P12213-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P2214-N1	Nucleic acid extraction WGS				P2214-N1-DNA1					Library construction WGS																			P12214-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P2215-N1	Nucleic acid extraction WGS				P2215-N1-DNA1					Library construction WGS																			P12215-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P2216-N1	Nucleic acid extraction WGS				P2216-N1-DNA1					Library construction WGS																			P12216-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P2217-N1	Nucleic acid extraction WGS				P2217-N1-DNA1					Library construction WGS																			P12217-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P2218-N1	Nucleic acid extraction WGS				P2218-N1-DNA1					Library construction WGS																			P12218-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P2219-N1	Nucleic acid extraction WGS				P2219-N1-DNA1					Library construction WGS																			P12219-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P2220-N1	Nucleic acid extraction WGS				P2220-N1-DNA1					Library construction WGS																			P12220-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P2221-N1	Nucleic acid extraction WGS				P2221-N1-DNA1					Library construction WGS																			P12221-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P2222-N1	Nucleic acid extraction WGS				P2222-N1-DNA1					Library construction WGS																			P12222-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P2223-N1	Nucleic acid extraction WGS				P2223-N1-DNA1					Library construction WGS																			P12223-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P2224-N1	Nucleic acid extraction WGS				P2224-N1-DNA1					Library construction WGS																			P12224-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P2225-N1	Nucleic acid extraction WGS				P2225-N1-DNA1					Library construction WGS																			P12225-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P2226-N1	Nucleic acid extraction WGS				P2226-N1-DNA1					Library construction WGS																			P12226-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P2227-N1	Nucleic acid extraction WGS				P2227-N1-DNA1					Library construction WGS																			P12227-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P2228-N1	Nucleic acid extraction WGS				P2228-N1-DNA1					Library construction WGS																			P12228-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P2229-N1	Nucleic acid extraction WGS				P2229-N1-DNA1					Library construction WGS																			P12229-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P2230-N1	Nucleic acid extraction WGS				P2230-N1-DNA1					Library construction WGS																			P12230-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P2231-N1	Nucleic acid extraction WGS				P2231-N1-DNA1					Library construction WGS																			P12231-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P2232-N1	Nucleic acid extraction WGS				P2232-N1-DNA1					Library construction WGS																			P12232-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P2233-N1	Nucleic acid extraction WGS				P2233-N1-DNA1					Library construction WGS																			P12233-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P2234-N1	Nucleic acid extraction WGS				P2234-N1-DNA1					Library construction WGS																			P12234-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P2235-N1	Nucleic acid extraction WGS				P2235-N1-DNA1					Library construction WGS																			P12235-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P2236-N1	Nucleic acid extraction WGS				P2236-N1-DNA1					Library construction WGS																			P12236-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P2237-N1	Nucleic acid extraction WGS				P2237-N1-DNA1					Library construction WGS																			P12237-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P2238-N1	Nucleic acid extraction WGS				P2238-N1-DNA1					Library construction WGS																			P12238-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P2239-N1	Nucleic acid extraction WGS				P2239-N1-DNA1					Library construction WGS																			P12239-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P2240-N1	Nucleic acid extraction WGS				P2240-N1-DNA1					Library construction WGS																			P12240-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P2241-N1	Nucleic acid extraction WGS				P2241-N1-DNA1					Library construction WGS																			P12241-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P2242-N1	Nucleic acid extraction WGS				P2242-N1-DNA1					Library construction WGS																			P12242-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P2243-N1	Nucleic acid extraction WGS				P2243-N1-DNA1					Library construction WGS																			P12243-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P2244-N1	Nucleic acid extraction WGS				P2244-N1-DNA1					Library construction WGS																			P12244-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P2245-N1	Nucleic acid extraction WGS				P2245-N1-DNA1					Library construction WGS																			P12245-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P2246-N1	Nucleic acid extraction WGS				P2246-N1-DNA1					Library construction WGS																			P12246-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P2247-N1	Nucleic acid extraction WGS				P2247-N1-DNA1					Library construction WGS																			P12247-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P2248-N1	Nucleic acid extraction WGS				P2248-N1-DNA1					Library construction WGS																			P12248-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P2249-N1	Nucleic acid extraction WGS				P2249-N1-DNA1					Library construction WGS																			P12249-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P2250-N1	Nucleic acid extraction WGS				P2250-N1-DNA1					Library construction WGS																			P12250-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P2251-N1	Nucleic acid extraction WGS				P2251-N1-DNA1					Library construction WGS																			P12251-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P2252-N1	Nucleic acid extraction WGS				P2252-N1-DNA1					Library construction WGS																			P12252-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P2253-N1	Nucleic acid extraction WGS				P2253-N1-DNA1					Library construction WGS																			P12253-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P2254-N1	Nucleic acid extraction WGS				P2254-N1-DNA1					Library construction WGS																			P12254-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P2255-N1	Nucleic acid extraction WGS				P2255-N1-DNA1					Library construction WGS																			P12255-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P2256-N1	Nucleic acid extraction WGS				P2256-N1-DNA1					Library construction WGS																			P12256-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P2257-N1	Nucleic acid extraction WGS				P2257-N1-DNA1					Library construction WGS																			P12257-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P2258-N1	Nucleic acid extraction WGS				P2258-N1-DNA1					Library construction WGS																			P12258-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P2259-N1	Nucleic acid extraction WGS				P2259-N1-DNA1					Library construction WGS																			P12259-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P2260-N1	Nucleic acid extraction WGS				P2260-N1-DNA1					Library construction WGS																			P12260-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P2261-N1	Nucleic acid extraction WGS				P2261-N1-DNA1					Library construction WGS																			P12261-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P2262-N1	Nucleic acid extraction WGS				P2262-N1-DNA1					Library construction WGS																			P12262-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P2263-N1	Nucleic acid extraction WGS				P2263-N1-DNA1					Library construction WGS																			P12263-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P2264-N1	Nucleic acid extraction WGS				P2264-N1-DNA1					Library construction WGS																			P12264-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P2265-N1	Nucleic acid extraction WGS				P2265-N1-DNA1					Library construction WGS																			P12265-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P2266-N1	Nucleic acid extraction WGS				P2266-N1-DNA1					Library construction WGS																			P12266-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P2267-N1	Nucleic acid extraction WGS				P2267-N1-DNA1					Library construction WGS																			P12267-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P2268-N1	Nucleic acid extraction WGS				P2268-N1-DNA1					Library construction WGS																			P12268-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P2269-N1	Nucleic acid extraction WGS				P2269-N1-DNA1					Library construction WGS																			P12269-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P2270-N1	Nucleic acid extraction WGS				P2270-N1-DNA1					Library construction WGS																			P12270-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P2271-N1	Nucleic acid extraction WGS				P2271-N1-DNA1					Library construction WGS																			P12271-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P2272-N1	Nucleic acid extraction WGS				P2272-N1-DNA1					Library construction WGS																			P12272-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P2273-N1	Nucleic acid extraction WGS				P2273-N1-DNA1					Library construction WGS																			P12273-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P2274-N1	Nucleic acid extraction WGS				P2274-N1-DNA1					Library construction WGS																			P12274-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P2275-N1	Nucleic acid extraction WGS				P2275-N1-DNA1					Library construction WGS																			P12275-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P2276-N1	Nucleic acid extraction WGS				P2276-N1-DNA1					Library construction WGS																			P12276-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P2277-N1	Nucleic acid extraction WGS				P2277-N1-DNA1					Library construction WGS																			P12277-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P2278-N1	Nucleic acid extraction WGS				P2278-N1-DNA1					Library construction WGS																			P12278-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P2279-N1	Nucleic acid extraction WGS				P2279-N1-DNA1					Library construction WGS																			P12279-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P2280-N1	Nucleic acid extraction WGS				P2280-N1-DNA1					Library construction WGS																			P12280-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P2281-N1	Nucleic acid extraction WGS				P2281-N1-DNA1					Library construction WGS																			P12281-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P2282-N1	Nucleic acid extraction WGS				P2282-N1-DNA1					Library construction WGS																			P12282-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P2283-N1	Nucleic acid extraction WGS				P2283-N1-DNA1					Library construction WGS																			P12283-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P2284-N1	Nucleic acid extraction WGS				P2284-N1-DNA1					Library construction WGS																			P12284-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P2285-N1	Nucleic acid extraction WGS				P2285-N1-DNA1					Library construction WGS																			P12285-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P2286-N1	Nucleic acid extraction WGS				P2286-N1-DNA1					Library construction WGS																			P12286-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P2287-N1	Nucleic acid extraction WGS				P2287-N1-DNA1					Library construction WGS																			P12287-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P2288-N1	Nucleic acid extraction WGS				P2288-N1-DNA1					Library construction WGS																			P12288-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P2289-N1	Nucleic acid extraction WGS				P2289-N1-DNA1					Library construction WGS																			P12289-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P2290-N1	Nucleic acid extraction WGS				P2290-N1-DNA1					Library construction WGS																			P12290-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P2291-N1	Nucleic acid extraction WGS				P2291-N1-DNA1					Library construction WGS																			P12291-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P2292-N1	Nucleic acid extraction WGS				P2292-N1-DNA1					Library construction WGS																			P12292-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P2293-N1	Nucleic acid extraction WGS				P2293-N1-DNA1					Library construction WGS																			P12293-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P2294-N1	Nucleic acid extraction WGS				P2294-N1-DNA1					Library construction WGS																			P12294-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P2295-N1	Nucleic acid extraction WGS				P2295-N1-DNA1					Library construction WGS																			P12295-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P2296-N1	Nucleic acid extraction WGS				P2296-N1-DNA1					Library construction WGS																			P12296-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P2297-N1	Nucleic acid extraction WGS				P2297-N1-DNA1					Library construction WGS																			P12297-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P2298-N1	Nucleic acid extraction WGS				P2298-N1-DNA1					Library construction WGS																			P12298-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P2299-N1	Nucleic acid extraction WGS				P2299-N1-DNA1					Library construction WGS																			P12299-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P2300-N1	Nucleic acid extraction WGS				P2300-N1-DNA1					Library construction WGS																			P12300-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P2301-N1	Nucleic acid extraction WGS				P2301-N1-DNA1					Library construction WGS																			P12301-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P2302-N1	Nucleic acid extraction WGS				P2302-N1-DNA1					Library construction WGS																			P12302-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P2303-N1	Nucleic acid extraction WGS				P2303-N1-DNA1					Library construction WGS																			P12303-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P2304-N1	Nucleic acid extraction WGS				P2304-N1-DNA1					Library construction WGS																			P12304-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
